Role,Invested in Real Estate,Extra Hours,Invested in Stock Market,Favourite Sport,Gender,Languages Known,Sport Knowledge (in XP),Average no. of leaves/month,Trades Done,Married(1/0),Level of Education,Occupation,Pay,ID Proof,Most Productive Hour,Tax Category,Income Category,Employer,Tax Paid,Id
Full-time,,Paid,Tesla,,male,3,60.0,3,48,0,High School,7,334.73,Driving License,8,618,2.0,,44634,280
Part-time,Ocean Side,Unpaid,Tesla,soccer,male,1,81.0,1,39,0,Graduation,3,211.73,Driving License,8,52,2.0,Vision-Analytics,26586,281
Part-time,Country Side,Paid,Tesla,,male,4,5.0,4,52,0,Masters,4,531.73,Driving License,8,307,2.0,Vision-Analytics,12101,282
Full-time,Ocean Side,Paid,Tesla,polo,female,4,69.0,5,56,0,High School,7,349.73,Driving License,8,153,2.0,Vision-Analytics,16873,283
Full-time,Ocean Side,Paid,Tesla,,female,4,56.0,3,28,1,Graduation,7,273.73,Driving License,8,2,2.0,Vision-Analytics,13928,284
Part-time,Ocean Side,Paid,Tesla,soccer,female,1,,5,45,0,Graduation,3,641.73,Driving License,8,122,2.0,Vision-Analytics,31626,286
Part-time,Ocean Side,Paid,Tesla,,male,2,34.0,2,48,1,Masters,4,612.73,Driving License,8,-1,2.0,,12992,287
Part-time,,Paid,Tesla,polo,female,1,,1,30,0,Graduation,7,1604.73,Driving License,8,283,2.0,Vision-Analytics,12918,288
Full-time,Ocean Side,Paid,Tesla,None,female,2,8.0,1,38,0,Graduation,1,945.73,Driving License,8,161,2.0,Vision-Analytics,21699,289
Part-time,Ocean Side,Paid,Tesla,None,female,4,42.0,0,35,0,Masters,0,331.73,Driving License,8,95,2.0,Vision-Analytics,11255,290
Part-time,Ocean Side,Paid,Tesla,basketball,male,2,77.0,1,22,1,Graduation,5,696.73,Driving License,8,223,,Vision-Analytics,11343,292
Full-time,Ocean Side,Paid,Tesla,soccer,male,3,26.0,4,32,0,Graduation,4,292.73,Driving License,8,359,2.0,,30004,294
Part-time,,Paid,Tesla,basketball,male,4,3.0,3,29,1,Graduation,7,276.73,Driving License,8,197,2.0,Vision-Analytics,28630,296
Part-time,Ocean Side,Paid,Tesla,basketball,male,2,,3,22,1,Graduation,5,355.73,Driving License,8,201,2.0,Vision-Analytics,21712,297
Part-time,Ocean Side,Paid,Tesla,,male,4,36.0,3,40,-1,High School,7,301.73,Driving License,8,123,2.0,Vision-Analytics,19038,298
Part-time,Ocean Side,Paid,Tesla,None,female,1,79.0,0,55,0,Graduation,4,1065.73,Driving License,8,62,2.0,Vision-Analytics,35642,299
Full-time,Ocean Side,Paid,Tesla,swimming,female,3,34.0,5,40,0,,7,681.73,Driving License,8,104,2.0,Vision-Analytics,48568,300
Part-time,Ocean Side,Paid,Tesla,basketball,male,1,24.0,1,49,0,Graduation,3,804.73,Driving License,8,264,2.0,,20506,301
Part-time,Ocean Side,Paid,Tesla,polo,male,1,26.0,1,55,0,Graduation,10,484.73,Driving License,8,245,2.0,Vision-Analytics,41386,302
Full-time,Ocean Side,Paid,Tesla,soccer,female,1,75.0,3,34,1,Graduation,6,335.73,Driving License,8,212,2.0,Vision-Analytics,47717,303
Part-time,,Paid,Tesla,cricket,male,4,24.0,2,51,0,,6,530.73,Driving License,8,206,2.0,Vision-Analytics,39689,304
Full-time,Ocean Side,Paid,Tesla,swimming,female,1,48.0,2,48,0,Graduation,4,1507.73,Driving License,8,202,2.0,Vision-Analytics,27414,305
Part-time,Ocean Side,Unpaid,Tesla,swimming,male,1,,0,52,1,Masters,0,586.73,Driving License,8,80,2.0,Vision-Analytics,22361,306
Part-time,Ocean Side,Paid,Tesla,swimming,female,3,63.0,0,53,0,Graduation,7,362.73,Driving License,8,103,2.0,Vision-Analytics,36761,307
Part-time,Ocean Side,Unpaid,Tesla,swimming,female,3,58.0,0,42,0,Graduation,7,402.73,Driving License,8,186,2.0,,44760,308
Part-time,Ocean Side,Paid,Tesla,soccer,male,4,11.0,1,41,0,,0,273.73,Driving License,8,102,2.0,Vision-Analytics,30831,309
Part-time,Ocean Side,Paid,Tesla,soccer,female,3,57.0,0,54,0,Graduation,3,626.73,Driving License,8,103,2.0,Vision-Analytics,22416,310
Part-time,Ocean Side,Paid,Tesla,soccer,male,3,64.0,3,52,0,,4,1124.73,Driving License,8,105,2.0,Vision-Analytics,21822,311
Full-time,,Unpaid,Tesla,None,female,1,89.0,1,53,-1,High School,6,369.73,Driving License,8,308,2.0,Vision-Analytics,42585,312
Full-time,Ocean Side,Paid,Tesla,basketball,male,4,,1,44,0,Graduation,3,84.27,Driving License,8,355,2.0,,38265,315
Part-time,Ocean Side,Unpaid,Tesla,None,male,1,97.0,1,34,0,Graduation,7,812.73,Driving License,8,450,2.0,Vision-Analytics,30853,316
Part-time,Ocean Side,Paid,Tesla,basketball,male,3,18.0,2,49,1,Graduation,4,273.73,Driving License,8,361,2.0,Vision-Analytics,38432,317
Full-time,Ocean Side,Paid,Tesla,swimming,male,3,63.0,1,40,0,Graduation,7,,Driving License,8,383,2.0,Vision-Analytics,37415,319
Full-time,Country Side,Paid,Tesla,cricket,female,4,49.0,1,30,-1,Masters,4,2831.73,Driving License,8,145,2.0,Vision-Analytics,13273,323
Full-time,Ocean Side,Paid,Tesla,cricket,female,3,,2,29,1,Graduation,3,371.73,Driving License,8,193,2.0,Vision-Analytics,34426,324
Part-time,Ocean Side,Paid,Tesla,polo,female,1,8.0,2,38,1,Graduation,7,709.73,Driving License,8,228,2.0,Vision-Analytics,18060,326
Full-time,,Paid,Tesla,cricket,male,1,99.0,1,55,0,,4,479.73,Driving License,8,213,2.0,Vision-Analytics,42079,328
Full-time,Ocean Side,Paid,Tesla,badminton,female,1,96.0,1,39,1,Graduation,7,563.73,Driving License,8,237,2.0,,36782,329
Part-time,Country Side,Unpaid,Tesla,polo,female,2,4.0,2,46,0,Graduation,7,274.73,Driving License,8,666,2.0,Vision-Analytics,28586,330
Part-time,Ocean Side,Unpaid,Tesla,soccer,female,4,76.0,0,28,1,Graduation,7,183.27,Driving License,8,140,2.0,Vision-Analytics,14039,332
Part-time,Ocean Side,Paid,Tesla,basketball,male,4,99.0,3,43,-1,Masters,0,24871.73,Driving License,8,310,2.0,Vision-Analytics,40154,334
Part-time,Ocean Side,Unpaid,Tesla,cricket,female,1,11.0,3,47,0,Graduation,7,303.73,Driving License,8,132,2.0,Vision-Analytics,47569,335
Full-time,,Paid,Tesla,soccer,male,4,78.0,1,40,1,Graduation,3,1295.73,Driving License,8,143,2.0,,39049,336
Part-time,Ocean Side,Unpaid,Tesla,polo,female,4,88.0,5,51,0,Graduation,4,329.73,Driving License,8,149,2.0,Vision-Analytics,22698,337
Part-time,Country Side,Paid,Tesla,None,male,4,14.0,0,49,1,Graduation,3,271.73,Driving License,8,399,2.0,Vision-Analytics,11407,338
Part-time,Ocean Side,Paid,Tesla,basketball,female,3,87.0,0,30,1,Graduation,6,394.73,Driving License,8,210,2.0,Vision-Analytics,13962,339
Part-time,Ocean Side,Paid,Tesla,swimming,male,4,44.0,4,39,1,Graduation,7,1115.73,Driving License,8,141,2.0,Vision-Analytics,26859,340
Part-time,Ocean Side,Paid,Tesla,polo,female,2,6.0,4,48,0,High School,7,1806.73,Driving License,8,322,2.0,,40654,343
Part-time,Country Side,Paid,Tesla,cricket,female,1,87.0,1,51,0,,6,291.73,Driving License,8,500,2.0,Vision-Analytics,43993,345
Full-time,Ocean Side,Paid,Tesla,polo,female,3,51.0,2,43,0,Graduation,4,317.73,Driving License,8,92,2.0,Vision-Analytics,33239,346
Full-time,Ocean Side,Paid,Tesla,badminton,male,2,56.0,4,37,0,High School,7,173.73,Driving License,8,677,2.0,Vision-Analytics,37174,347
Full-time,Ocean Side,Paid,Tesla,None,male,1,91.0,4,53,0,Masters,0,958.73,Driving License,8,171,2.0,Vision-Analytics,49095,349
Part-time,Ocean Side,Paid,Tesla,swimming,female,2,,3,43,0,Graduation,7,339.73,Driving License,8,805,2.0,Vision-Analytics,33229,351
Part-time,,Paid,Tesla,polo,female,2,67.0,3,32,0,Graduation,3,833.73,Driving License,8,195,2.0,Vision-Analytics,42726,352
Part-time,Ocean Side,Paid,Tesla,cricket,male,1,70.0,4,34,0,Graduation,7,273.73,Driving License,8,192,2.0,Vision-Analytics,48381,353
Part-time,Country Side,Paid,Tesla,None,female,3,61.0,5,57,-1,,11,300.73,Driving License,8,344,2.0,Vision-Analytics,49088,354
Full-time,Ocean Side,Paid,Tesla,badminton,female,3,5.0,4,29,1,Graduation,3,285.73,Driving License,8,205,2.0,Vision-Analytics,42756,355
Full-time,Ocean Side,Paid,Tesla,swimming,female,2,11.0,1,42,1,Graduation,7,307.73,Driving License,8,401,2.0,Vision-Analytics,20637,356
Part-time,Ocean Side,Paid,Tesla,swimming,male,3,43.0,5,38,0,Graduation,7,484.73,Driving License,8,213,2.0,Vision-Analytics,20058,358
Full-time,Ocean Side,Paid,Tesla,None,female,4,22.0,5,44,1,Masters,3,650.73,Driving License,8,95,2.0,Vision-Analytics,23618,359
Part-time,,Paid,Tesla,basketball,male,3,,3,46,0,Masters,0,536.73,Driving License,8,347,2.0,Vision-Analytics,36132,360
Full-time,Ocean Side,Paid,Tesla,cricket,female,3,0.0,4,40,0,Graduation,6,1536.73,Driving License,8,111,2.0,Vision-Analytics,28373,361
Part-time,Ocean Side,Paid,Tesla,None,female,4,24.0,5,25,0,Graduation,6,281.73,Driving License,8,85,2.0,Vision-Analytics,27391,362
Full-time,Ocean Side,Unpaid,Tesla,polo,female,4,43.0,1,46,0,Graduation,3,399.73,Driving License,8,376,2.0,Vision-Analytics,34406,363
Part-time,Ocean Side,Paid,Tesla,basketball,male,4,31.0,4,44,0,Masters,4,1114.73,Driving License,8,155,2.0,Vision-Analytics,28149,365
Part-time,Ocean Side,Unpaid,Tesla,None,female,3,1.0,0,36,-1,Graduation,3,581.73,Driving License,8,99,2.0,Vision-Analytics,23419,366
Part-time,Ocean Side,Paid,Tesla,soccer,male,2,2.0,1,41,-1,Masters,0,274.73,Driving License,8,303,2.0,Vision-Analytics,21019,367
Full-time,Ocean Side,Paid,Tesla,swimming,male,3,,5,21,1,Graduation,5,430.73,Driving License,8,51,2.0,Vision-Analytics,34821,369
Part-time,Ocean Side,Paid,Tesla,None,female,1,67.0,1,32,0,Graduation,6,295.73,Driving License,8,341,2.0,Vision-Analytics,40343,370
Full-time,Ocean Side,Unpaid,Tesla,badminton,male,4,50.0,5,36,0,Graduation,3,319.73,Driving License,8,192,2.0,,23351,371
Part-time,Ocean Side,Paid,Tesla,basketball,male,3,40.0,3,23,1,Graduation,3,395.73,Driving License,8,283,2.0,Vision-Analytics,37737,373
Full-time,Ocean Side,Paid,Tesla,,male,4,86.0,2,46,0,,7,404.73,Driving License,8,186,2.0,Vision-Analytics,32270,374
Full-time,Ocean Side,Paid,Tesla,None,male,1,6.0,4,47,1,Graduation,7,416.73,Driving License,8,80,2.0,Vision-Analytics,24081,375
Full-time,Ocean Side,Paid,Tesla,badminton,female,2,97.0,1,41,0,High School,7,371.73,Driving License,8,232,2.0,Vision-Analytics,17535,377
Full-time,Ocean Side,Paid,Tesla,swimming,male,2,,0,31,0,Masters,0,273.73,Driving License,8,287,2.0,,20575,378
Full-time,Ocean Side,Paid,Tesla,,male,3,13.0,0,53,0,Graduation,7,497.73,Driving License,8,229,2.0,Vision-Analytics,37467,379
Full-time,Ocean Side,Unpaid,Tesla,cricket,female,1,56.0,2,47,0,Graduation,6,518.73,Driving License,8,315,2.0,Vision-Analytics,35750,381
Part-time,Country Side,Paid,Tesla,None,male,2,46.0,5,38,0,Graduation,0,8759.73,Driving License,8,257,2.0,Vision-Analytics,38024,382
Full-time,Country Side,Paid,Tesla,cricket,male,1,46.0,5,41,0,,3,623.73,Driving License,8,434,2.0,Vision-Analytics,28535,383
Part-time,,Paid,Tesla,polo,female,1,67.0,5,36,0,Graduation,7,293.73,Driving License,8,399,2.0,Vision-Analytics,36170,384
Full-time,Ocean Side,Unpaid,Tesla,,female,2,50.0,3,56,0,Graduation,6,1940.73,Driving License,8,82,2.0,,39098,385
Part-time,Ocean Side,Paid,Tesla,swimming,male,2,,1,30,0,Graduation,2,283.73,Driving License,8,498,2.0,Vision-Analytics,43380,387
Full-time,Ocean Side,Unpaid,Jio,,male,3,26.0,2,54,0,Masters,0,1103.73,Driving License,8,1198,2.0,Vision-Analytics,19118,388
Full-time,Ocean Side,Paid,Tesla,,female,1,82.0,2,56,-1,,7,302.73,Driving License,8,250,2.0,Vision-Analytics,34863,389
Part-time,Ocean Side,Paid,Tesla,polo,male,4,50.0,0,35,0,Masters,4,9003.73,Driving License,8,146,2.0,Vision-Analytics,37990,391
Full-time,,Paid,Tesla,,female,3,25.0,2,44,-1,Masters,4,750.73,Driving License,8,111,2.0,,28953,392
Part-time,Ocean Side,Paid,Tesla,polo,male,4,1.0,0,41,0,Graduation,7,1478.73,Driving License,8,766,2.0,Vision-Analytics,35582,394
Part-time,Ocean Side,Unpaid,Tesla,polo,male,3,2.0,0,30,1,Graduation,4,273.73,Driving License,8,132,2.0,Vision-Analytics,15099,395
Full-time,Country Side,Paid,Tesla,swimming,male,4,76.0,1,36,0,Graduation,3,274.73,Driving License,8,73,2.0,Vision-Analytics,46724,397
Part-time,Ocean Side,Paid,Tesla,basketball,male,3,60.0,4,45,0,High School,7,479.73,Driving License,8,149,2.0,,16462,399
Part-time,,Paid,Tesla,polo,male,1,44.0,1,40,0,High School,9,290.73,Driving License,8,121,2.0,Vision-Analytics,19590,400
Full-time,Ocean Side,Paid,Tesla,polo,female,4,69.0,3,27,1,Masters,1,289.73,Driving License,8,40,2.0,Vision-Analytics,39856,402
Part-time,Ocean Side,Paid,Tesla,swimming,male,1,46.0,4,48,0,Graduation,6,479.73,Driving License,8,151,2.0,Vision-Analytics,20391,403
Full-time,Country Side,Paid,Tesla,cricket,female,3,,3,48,0,Masters,0,273.73,Driving License,8,323,2.0,Vision-Analytics,37602,405
Full-time,Country Side,Paid,Tesla,,female,4,86.0,5,56,0,Masters,10,273.73,Driving License,8,390,2.0,,44840,406
Full-time,Ocean Side,Paid,Tesla,soccer,male,3,93.0,0,44,-1,High School,7,2200.73,Driving License,8,238,2.0,Vision-Analytics,29879,407
Full-time,,Paid,Tesla,basketball,male,3,56.0,5,36,0,Graduation,4,557.73,Driving License,8,480,2.0,Vision-Analytics,22089,408
Part-time,Ocean Side,Paid,Tesla,cricket,female,2,78.0,2,37,1,Graduation,3,248.73,Driving License,8,573,2.0,Vision-Analytics,29028,412
Full-time,Ocean Side,Paid,Tesla,basketball,female,1,82.0,2,46,0,Graduation,3,455.73,Driving License,8,177,2.0,,39635,413
Part-time,Ocean Side,Paid,Tesla,None,male,2,,1,34,0,Masters,8,1442.73,Driving License,8,165,2.0,Vision-Analytics,46758,414
Full-time,Ocean Side,Paid,Tesla,,female,3,79.0,2,32,-1,Graduation,3,340.73,Driving License,8,87,2.0,Vision-Analytics,41314,415
Part-time,,Paid,Tesla,soccer,male,3,16.0,1,38,0,Graduation,4,350.73,Driving License,8,502,2.0,Vision-Analytics,29302,416
Part-time,Ocean Side,Paid,Tesla,cricket,female,1,22.0,1,41,0,Graduation,2,273.73,Driving License,8,242,2.0,Vision-Analytics,16987,417
Part-time,Ocean Side,Unpaid,Tesla,None,female,2,49.0,5,50,-1,High School,7,328.73,Driving License,8,183,2.0,Vision-Analytics,35853,418
Part-time,Ocean Side,Paid,Tesla,swimming,female,1,3.0,2,47,1,Masters,0,436.73,Driving License,8,493,2.0,,24686,420
Full-time,Ocean Side,Paid,Tesla,polo,female,4,57.0,4,30,1,Masters,0,424.73,Driving License,8,115,2.0,Vision-Analytics,11750,421
Full-time,Ocean Side,Paid,Tesla,badminton,female,1,90.0,2,37,1,Graduation,3,386.73,Driving License,8,339,2.0,Vision-Analytics,21772,422
Part-time,,Paid,Tesla,basketball,male,2,32.0,4,36,1,Masters,4,282.73,Driving License,8,182,2.0,Vision-Analytics,45015,424
Part-time,Ocean Side,Paid,Tesla,basketball,female,2,82.0,4,41,0,Graduation,0,648.73,Driving License,8,193,2.0,Vision-Analytics,31955,425
Full-time,Ocean Side,Paid,Tesla,cricket,male,1,2.0,4,37,0,Graduation,6,1415.73,Driving License,8,273,2.0,Vision-Analytics,16610,426
Full-time,Ocean Side,Paid,Tesla,badminton,male,3,78.0,4,52,0,High School,7,2375.73,Driving License,8,73,2.0,,36314,427
Part-time,Ocean Side,Paid,Tesla,cricket,male,3,95.0,4,38,0,Graduation,7,490.73,Driving License,8,192,2.0,Vision-Analytics,17047,429
Part-time,Ocean Side,Paid,Tesla,basketball,female,1,77.0,4,53,0,Graduation,3,404.73,Driving License,8,741,2.0,Vision-Analytics,14777,430
Part-time,Ocean Side,Paid,Tesla,badminton,male,1,88.0,2,40,1,Masters,0,1953.73,Driving License,8,762,2.0,Vision-Analytics,38494,431
Part-time,,Paid,Tesla,badminton,male,3,,2,37,0,Graduation,7,273.73,Driving License,8,259,2.0,Vision-Analytics,37967,432
Part-time,Ocean Side,Paid,Tesla,basketball,male,1,,4,38,0,High School,7,319.73,Driving License,8,116,2.0,Vision-Analytics,10985,433
Part-time,Ocean Side,Paid,Tesla,swimming,male,2,98.0,1,30,0,Graduation,7,593.73,Driving License,8,195,2.0,,49531,434
Full-time,Ocean Side,Paid,Tesla,basketball,male,1,37.0,3,53,0,Graduation,3,456.73,Driving License,8,147,2.0,Vision-Analytics,19982,435
Part-time,Ocean Side,Paid,Tesla,None,male,2,35.0,5,33,1,Masters,0,833.73,Driving License,8,178,2.0,Vision-Analytics,42758,437
Full-time,Country Side,Paid,Tesla,polo,male,2,96.0,2,56,-1,Graduation,4,742.73,Driving License,8,193,2.0,Vision-Analytics,15234,438
Full-time,Ocean Side,Paid,Tesla,,male,4,53.0,1,33,0,Graduation,3,803.73,Driving License,8,146,2.0,Vision-Analytics,18022,439
Part-time,Ocean Side,Paid,Tesla,polo,male,1,,4,32,1,Masters,4,,Driving License,8,109,2.0,,13512,441
Full-time,Ocean Side,Paid,Tesla,cricket,female,2,77.0,5,32,0,Graduation,4,,Driving License,8,137,2.0,Vision-Analytics,29853,444
Full-time,Ocean Side,Paid,Jio,polo,female,4,89.0,3,37,1,,4,45521.73,Driving License,8,1620,2.0,Vision-Analytics,36490,446
Full-time,,Paid,Tesla,None,male,4,47.0,4,30,1,Graduation,6,583.73,Driving License,8,141,2.0,,39597,448
Part-time,Country Side,Paid,Tesla,swimming,female,4,32.0,1,38,0,Graduation,6,344.73,Driving License,8,76,2.0,Vision-Analytics,40676,451
Part-time,Ocean Side,Unpaid,Tesla,cricket,female,4,99.0,0,35,0,Masters,0,504.73,Driving License,8,448,2.0,Vision-Analytics,35310,453
Full-time,Ocean Side,Unpaid,Tesla,,male,1,51.0,3,42,1,Graduation,7,547.73,Driving License,8,406,2.0,,38317,455
Part-time,,Unpaid,Tesla,polo,female,3,60.0,5,38,1,Graduation,3,164.73,Driving License,8,167,2.0,Vision-Analytics,42190,456
Part-time,Ocean Side,Paid,Tesla,None,female,3,,1,33,0,Graduation,7,362.73,Driving License,8,142,2.0,Vision-Analytics,38354,459
Full-time,Country Side,Paid,Tesla,badminton,female,1,32.0,5,56,-1,Graduation,7,262.73,Driving License,8,109,2.0,Vision-Analytics,29312,460
Part-time,Ocean Side,Paid,Tesla,badminton,female,4,15.0,4,37,0,High School,7,,Driving License,8,259,2.0,Vision-Analytics,32837,461
Full-time,Ocean Side,Paid,Tesla,basketball,male,2,62.0,0,41,0,Graduation,7,235.27,Driving License,8,121,2.0,,44482,462
Full-time,Ocean Side,Paid,Tesla,None,male,3,82.0,0,37,0,High School,2,681.73,Driving License,8,50,2.0,Vision-Analytics,49345,463
Part-time,,Paid,Tesla,cricket,female,4,3.0,2,34,1,High School,6,331.73,Driving License,8,131,2.0,Vision-Analytics,13862,464
Full-time,Ocean Side,Paid,Tesla,None,female,2,57.0,2,34,1,Graduation,3,293.73,Driving License,8,183,,Vision-Analytics,24229,466
Full-time,Ocean Side,Paid,Tesla,,male,2,25.0,1,42,0,Masters,1,565.73,Driving License,8,159,2.0,,30782,469
Full-time,Country Side,Paid,Jio,swimming,male,3,28.0,2,32,0,Graduation,3,1142.73,Driving License,8,1674,2.0,Vision-Analytics,35615,474
Full-time,Ocean Side,Paid,Tesla,soccer,male,3,72.0,5,38,0,High School,7,941.73,Driving License,8,280,2.0,Vision-Analytics,38477,475
Full-time,Ocean Side,Paid,Tesla,badminton,male,2,78.0,5,48,0,Masters,0,1237.73,Driving License,8,320,2.0,,27676,476
Full-time,Ocean Side,Paid,Tesla,swimming,female,4,,3,29,1,Graduation,0,,Driving License,8,79,2.0,Vision-Analytics,33959,477
Part-time,Ocean Side,Paid,Tesla,None,male,3,11.0,3,37,1,Graduation,0,2150.73,Driving License,8,182,2.0,Vision-Analytics,17163,479
Part-time,,Paid,Tesla,soccer,female,3,94.0,4,49,0,High School,7,,Driving License,8,44,2.0,Vision-Analytics,44141,480
Part-time,Country Side,Paid,Tesla,polo,female,1,36.0,2,41,0,Graduation,7,273.73,Driving License,8,184,2.0,,19663,483
Part-time,Ocean Side,Paid,Tesla,badminton,male,2,30.0,0,28,1,Graduation,6,482.73,Driving License,8,27,2.0,Vision-Analytics,24336,484
Part-time,Country Side,Paid,Tesla,badminton,female,3,11.0,5,52,-1,High School,0,273.73,Driving License,8,469,2.0,Vision-Analytics,42175,485
Full-time,,Unpaid,Tesla,None,male,2,36.0,3,45,0,,4,451.73,Driving License,8,166,2.0,Vision-Analytics,23032,488
Part-time,Ocean Side,Paid,Tesla,None,female,3,4.0,1,38,0,High School,7,207.73,Driving License,8,285,2.0,Vision-Analytics,25069,489
Part-time,Ocean Side,Paid,Tesla,soccer,male,2,9.0,0,30,0,Graduation,4,273.73,Driving License,8,173,2.0,,38271,490
Full-time,Ocean Side,Paid,Tesla,polo,male,2,9.0,5,27,0,Graduation,7,274.73,Driving License,8,212,2.0,Vision-Analytics,10223,491
Part-time,Ocean Side,Paid,Tesla,basketball,male,4,65.0,5,34,0,Graduation,7,273.73,Driving License,8,334,2.0,Vision-Analytics,39481,492
Part-time,Ocean Side,Paid,Tesla,cricket,female,4,57.0,3,28,-1,Graduation,7,64.73,Driving License,8,185,,Vision-Analytics,16256,494
Full-time,Ocean Side,Paid,Tesla,swimming,female,2,,1,37,1,Graduation,3,273.73,Driving License,8,171,2.0,Vision-Analytics,41782,495
Part-time,,Paid,Tesla,badminton,male,4,56.0,3,37,-1,Graduation,7,315.73,Driving License,8,223,2.0,Vision-Analytics,45837,496
Part-time,Ocean Side,Paid,Tesla,cricket,male,2,89.0,5,48,-1,Graduation,7,314.73,Driving License,8,187,2.0,,28932,497
Full-time,Ocean Side,Unpaid,Tesla,basketball,female,3,96.0,1,35,1,Graduation,4,290.73,Driving License,8,161,2.0,Vision-Analytics,47701,499
Full-time,Ocean Side,Unpaid,Tesla,basketball,female,3,65.0,1,44,0,High School,3,549.73,Driving License,8,154,2.0,Vision-Analytics,35524,500
Part-time,Country Side,Paid,Tesla,cricket,male,1,42.0,0,30,1,,4,103.73,Driving License,8,43,2.0,Vision-Analytics,16704,501
Part-time,Ocean Side,Unpaid,Tesla,basketball,female,4,81.0,4,35,1,Masters,0,503.73,Driving License,8,371,2.0,Vision-Analytics,30824,502
Part-time,Ocean Side,Unpaid,Tesla,cricket,female,4,33.0,1,55,-1,Graduation,10,57.27,Driving License,8,528,2.0,Vision-Analytics,31253,506
Full-time,Ocean Side,Paid,Tesla,,male,4,84.0,3,46,1,Graduation,7,317.73,Driving License,8,150,2.0,Vision-Analytics,27152,507
Full-time,Ocean Side,Paid,Tesla,soccer,female,1,41.0,4,56,0,Graduation,10,5708.73,Driving License,8,115,2.0,Vision-Analytics,47146,510
Full-time,Ocean Side,Paid,Tesla,soccer,female,1,66.0,4,32,0,Graduation,3,780.73,Driving License,8,187,2.0,,36159,511
Full-time,,Paid,Jio,badminton,male,2,66.0,4,53,-1,Graduation,2,660.73,Driving License,8,915,2.0,Vision-Analytics,15978,512
Full-time,Ocean Side,Paid,Tesla,swimming,female,1,19.0,5,48,-1,Graduation,0,1989.73,Driving License,8,79,2.0,Vision-Analytics,38080,514
Part-time,Country Side,Unpaid,Tesla,badminton,male,2,58.0,2,42,0,,3,313.73,Driving License,8,157,2.0,Vision-Analytics,36794,516
Part-time,Ocean Side,Paid,Tesla,polo,female,4,,4,42,0,High School,7,421.73,Driving License,8,208,2.0,Vision-Analytics,24162,517
